op1,op2,s2,s3,s4,s5,s6,s7,s8,s9,s11,s12,s13,s14,s15,s16,s17,s20,s21,op1_roll5,op2_roll5,s2_roll5,s3_roll5,s4_roll5,s5_roll5,s6_roll5,s7_roll5,s8_roll5,s9_roll5,s11_roll5,s12_roll5,s13_roll5,s14_roll5,s15_roll5,s16_roll5,s17_roll5,s20_roll5,s21_roll5
0.45977011494252873,0.16666666666666663,0.18373493975903443,0.4068018312622641,0.30975692099932317,0.0,1.0,0.72624798711756,0.24242424242402194,0.10975500314098952,0.3690476190476204,0.6332622601279212,0.20588235294098922,0.1996078026628112,0.36398614851866284,0.0,0.3333333333333357,0.7131782945736447,0.7246616956641816,0.45977011494252873,0.16666666666666663,0.18373493975903443,0.4068018312622641,0.30975692099932317,0.0,1.0,0.72624798711756,0.24242424242402194,0.10975500314098952,0.3690476190476204,0.6332622601279212,0.20588235294098922,0.1996078026628112,0.36398614851866284,0.0,0.3333333333333357,0.7131782945736447,0.7246616956641816
0.6091954022988506,0.25,0.2831325301204686,0.45301940265969165,0.3526333558406485,0.0,1.0,0.628019323671495,0.2121212121210192,0.10024230458584071,0.38095238095238315,0.7654584221748308,0.2794117647058556,0.16281349984518556,0.41131204309350267,0.0,0.3333333333333357,0.6666666666666643,0.731013532173435,0.5344827586206897,0.20833333333333331,0.2334337349397515,0.4299106169609779,0.3311951384199858,0.0,1.0,0.6771336553945275,0.22727272727252057,0.10499865386341511,0.3750000000000018,0.699360341151376,0.2426470588234224,0.18121065125399838,0.38764909580608276,0.0,0.3333333333333357,0.6899224806201545,0.7278376139188083
0.2528735632183908,0.75,0.34337349397591765,0.36952256376716974,0.370526671168129,0.0,1.0,0.7101449275362341,0.2727272727270247,0.1400430763708158,0.25000000000000355,0.7953091684434952,0.2205882352941444,0.1717927546702427,0.35744517121970176,0.0,0.1666666666666714,0.6279069767441854,0.6213753106876538,0.44061302681992337,0.38888888888888884,0.2700803212851402,0.40978126589637515,0.3443056493360335,0.0,1.0,0.6881374127750964,0.24242424242402194,0.11668012803254868,0.3333333333333357,0.7313432835820824,0.2352941176469964,0.1780713523927465,0.37758112094395574,0.0,0.27777777777778095,0.6692506459948314,0.6923501795084235
0.5402298850574713,0.5,0.34337349397591765,0.25615870939612506,0.3311951384199858,0.0,1.0,0.7407407407407476,0.31818181818198354,0.1245176343892993,0.16666666666666785,0.8891257995735629,0.29411764705855603,0.17488904943750327,0.16660253943824443,0.0,0.3333333333333357,0.5736434108527142,0.6623860811930413,0.46551724137931033,0.41666666666666663,0.2884036144578346,0.37137562677131264,0.3410280216070216,0.0,1.0,0.7012882447665092,0.26136363636351234,0.11863950462173634,0.29166666666666874,0.7707889125799525,0.2499999999998863,0.17727577665393568,0.3248364755675279,0.0,0.2916666666666696,0.6453488372093021,0.6848591549295779
0.3908045977011494,0.3333333333333333,0.34939759036143414,0.257466753869636,0.4046252532072927,0.0,1.0,0.6682769726247955,0.24242424242402194,0.14995961590236107,0.25595238095238315,0.7462686567164241,0.23529411764684482,0.1747342346991445,0.40207772220084337,0.0,0.4166666666666714,0.5891472868217029,0.7045015189174251,0.45057471264367815,0.4,0.3006024096385545,0.3485938521909773,0.35374746792707584,0.0,1.0,0.6946859903381665,0.25757575757561424,0.12490352687786128,0.2845238095238116,0.7658848614072469,0.24705882352927802,0.17676746826297746,0.34028472489419104,0.0,0.31666666666667,0.6341085271317823,0.6887876277271474
0.2528735632183908,0.41666666666666663,0.2680722891566347,0.2927839546544604,0.27211343686698086,0.0,1.0,0.7761674718196474,0.18181818181801646,0.1254150587813001,0.18452380952380665,0.63752665245201,0.2205882352941444,0.16983176798431288,0.33051173528280486,0.0,0.25,0.651162790697672,0.652720243026792,0.40919540229885054,0.45,0.31746987951807454,0.3257902768694166,0.3462187711006074,0.0,1.0,0.7046698872785839,0.24545454545441317,0.1280355380059234,0.24761904761904888,0.7667377398720646,0.24999999999990904,0.17081226132727778,0.33358984224701943,0.0,0.3000000000000028,0.6217054263565878,0.6743993371996695
0.5574712643678161,0.5833333333333334,0.38253012048193114,0.46391977327229483,0.2619851451721793,0.0,1.0,0.7230273752012977,0.18181818181801646,0.1678183613030555,0.3035714285714306,0.7739872068230369,0.2205882352941444,0.1670967076065608,0.2789534436321688,0.0,0.3333333333333357,0.7441860465116292,0.6672190002761695,0.3988505747126436,0.5166666666666667,0.3373493975903671,0.3279703509919372,0.32808912896691356,0.0,1.0,0.7236714975845444,0.23939393939381262,0.14155074934936634,0.23214285714285837,0.7684434968017058,0.2382352941175668,0.17166890287955283,0.30711812235475267,0.0,0.3000000000000028,0.6372093023255807,0.6616404308202164
0.3045977011494253,0.75,0.40662650602408235,0.2598648354044073,0.31600270087778526,0.0,1.0,0.6441223832528209,0.1515151515150137,0.0855694157767175,0.23214285714285765,0.8059701492537386,0.2205882352941444,0.16064609350809889,0.3181993074259353,0.0,0.25,0.6434108527131777,0.5749792874896471,0.40919540229885054,0.5166666666666667,0.35,0.3060388053193847,0.3171843349088448,0.0,1.0,0.7104669887278618,0.21515151515141043,0.1306560172305467,0.22857142857142917,0.7705756929637545,0.2382352941175668,0.16943957064712406,0.29926894959599937,0.0,0.31666666666666854,0.6403100775193792,0.652361226180615
0.5459770114942529,0.5833333333333334,0.27409638554217963,0.434706780030524,0.21185010128291637,0.0,1.0,0.6183574879227081,0.22727272727297532,0.11096652607017887,0.26190476190476275,0.660980810234534,0.25,0.13288265042832137,0.18430165448249625,0.0,0.3333333333333357,0.7054263565891432,0.7075393537696755,0.41034482758620694,0.5333333333333334,0.3361445783132524,0.3417484194462645,0.2933153274814309,0.0,1.0,0.6859903381642539,0.19696969696960878,0.12794579556672261,0.24761904761904815,0.7249466950959487,0.22941176470585561,0.1610382908452877,0.30280877260484973,0.0,0.31666666666666854,0.666666666666665,0.6613918806959418
0.31034482758620685,0.5833333333333334,0.15060240963856586,0.4403749727490762,0.3073936529372041,0.0,1.0,0.6022544283413964,0.22727272727297532,0.13447904514045206,0.10714285714285765,0.660980810234534,0.26470588235270043,0.1519248632469825,0.39899961523662597,0.0,0.4166666666666714,0.6279069767441854,0.7942557304611952,0.39425287356321836,0.5833333333333334,0.29638554216867874,0.37833006322215257,0.27386900742741316,0.0,1.0,0.6727858293075741,0.19393939393939946,0.1248496814143408,0.21785714285714305,0.7078891257995708,0.23529411764702673,0.15647641655485528,0.30219315121200624,0.0,0.31666666666666854,0.6744186046511615,0.6793427230046959
